term	section	course	instructor	whenWhere
Fall 2015	1842	PHYS-120	Dhakal	MWF 5:00-6:50pm PS-177
Spring 2015	2521	PHYS-120	Dhakal	MWMW 9:30-10:50am PS-121
Fall 2001	0542	ENGL-116	Di Bari	TTH 2:00-3:15pm LA-115
Fall 2001	0651	ENGL-122	Di Bari	MWF 10:00-10:50am LA-212
Fall 2002	0694	ENGL-122	Di Bari	MWF 10:00-10:50am LA-116
Fall 2001	0712	ENGL-123	Di Bari	MWF 11:00-11:50am LA-115
Fall 2002	0712	ENGL-123	Di Bari	MWF 11:00-11:50am LA-116
Fall 2001	0713	ENGL-123	Di Bari	TTH 11:00-12:15pm FO-224
Fall 2003	0713	ENGL-123	Di Bari	TTH 11:00-12:15pm LA-211
Fall 2002	0744	ENGL-126	Di Bari	TTH 11:00-12:15pm LA-115
Fall 2003	0923	ENGL-167	Di Bari	TTH 12:30-1:45pm LA-211
Fall 2002	0923	ENGL-167	Di Bari	TTH 12:30-1:45pm LA-115
Fall 2003	1005	ENGL-222	Di Bari	TTH 2:00-3:15pm BE-218
Spring 2002	2004	ENGL-122	Di Bari	MWF 11:00-11:50am LA-114
Spring 2002	2026	ENGL-122	Di Bari	MW 2:00-3:15pm LA-211
Spring 2002	2048	ENGL-126	Di Bari	MWF 12:00-12:50pm LA-113
Spring 2002	2768	ENGL-168	Di Bari	TTH 9:30-10:45am LA-107
Fall 2001	3512	ENGL-116	Di Bari	MWF 12:00-12:50pm FO-224
Fall 2003	8109	ENGL-122	Di Bari	T 4:00-6:50pm LA-113
Fall 2002	8128	ENGL-122	Di Bari	M 4:00-6:50pm LA-113
Spring 2002	8760	ENGL-123	Di Bari	TH 4:00-6:50pm LA-116
Fall 2007	0290	ENGL-118	DiBari	TTH 11:00-12:15pm H-117 8/16-12/16
Fall 2004	0513	ENGL-110	DiBari	MWF 12:00-12:50pm LA-210 8/19-12/19
Fall 2009	0515	ENGL-110	DiBari	TTH 9:30-10:45am LA-117
Fall 2008	0515	ENGL-110	DiBari	TTH 9:30-10:45am LA-210
Fall 2007	0515	ENGL-110	DiBari	TTH 9:30-10:45am LA-210 8/16-12/16
Fall 2010	0515	ENGL-099	DiBari	TTH 9:30-10:45am LA-117
Fall 2005	0515	ENGL-110	DiBari	TTH 9:30-10:45am LA-210
Fall 2012	0515	ENGL-099	DiBari	TTH 9:30-10:45am LA-117 8/17-12/17
Fall 2011	0515	ENGL-099	DiBari	TTH 9:30-10:45am LA-117 8/17-12/17
Fall 2013	0515	ENGL-099	DiBari	TTH 9:30-10:50am LA-117
Fall 2006	0605	ENGL-118	DiBari	MW 1:00-2:15pm LA-117
Fall 2005	0605	ENGL-118	DiBari	MW 1:00-2:15pm LA-117
Fall 2008	0610	ENGL-118	DiBari	MW 11:00-12:15pm H-117
Fall 2010	0653	ENGL-122	DiBari	MW 12:30-1:45pm LA-117
Fall 2009	0653	ENGL-122	DiBari	MW 12:30-1:45pm LA-117
Fall 2005	0686	ENGL-122	DiBari	TTH 2:00-3:15pm LA-212
Fall 2010	0710	ENGL-123	DiBari	MW 11:00-12:15pm LA-117
Fall 2008	0712	ENGL-123	DiBari	MW 12:30-1:45pm LA-211
Fall 2004	0713	ENGL-123	DiBari	TTH 12:30-1:45pm LA-210 8/19-12/19
Fall 2012	0717	ENGL-123	DiBari	MW 9:30-10:45am LA-213 8/17-12/17
Fall 2011	0717	ENGL-123	DiBari	MW 9:30-10:45am LA-213 8/17-12/17
Fall 2013	0719	ENGL-123	DiBari	MW 2:00-3:20pm LC-109
Fall 2009	0721	ENGL-124	DiBari	TTH 11:00-12:15pm LA-117
Fall 2012	0721	ENGL-124	DiBari	TTH 11:00-12:15pm LC-103 8/17-12/17
Fall 2011	0721	ENGL-124	DiBari	TTH 11:00-12:15pm LC-103 8/17-12/17
Spring 2012	0722	ENGL-124	DiBari	TTH 11:00-12:15pm LC-110
Spring 2010	0722	ENGL-124	DiBari	TTH 11:00-12:15pm L-201
Spring 2014	0722	ENGL-124	DiBari	TTH 11:00-12:20pm LC-110
Spring 2013	0722	ENGL-124	DiBari	TTH 11:00-12:15pm LC-110
Fall 2013	0746	ENGL-126	DiBari	MW 11:00-12:20pm LA-117
Fall 2011	0746	ENGL-126	DiBari	MW 11:00-12:15pm LA-117 8/17-12/17
Fall 2012	0746	ENGL-126	DiBari	MW 11:00-12:15pm LA-117 8/17-12/17
Fall 2006	0982	ENGL-150	DiBari	TTH 9:30-10:45am LA-213
Fall 2004	1105	ENGL-091B	DiBari	MWF 1:00-1:50pm LC-109 9/27-12/17
Spring 2011	1925	ENGL-096	DiBari	MWM 11:00-12:15pm LC-101 1/22-5/27
Spring 2011	1926	ENGL-096	DiBari	MWW 11:00-12:15pm LC-101 1/22-5/27
Spring 2014	1936	ENGL-096	DiBari	MWW 12:30-1:50pm LC-103
Spring 2014	1937	ENGL-096	DiBari	MWM 12:30-1:50pm LC-103
Spring 2014	1949	ENGL-099	DiBari	TTH 9:30-10:50am BFL-112
Spring 2012	1949	ENGL-099	DiBari	TTH 9:30-10:45am BFL-112
Spring 2005	1949	ENGL-110	DiBari	TTH 9:30-10:45am LA-117
Spring 2007	1949	ENGL-110	DiBari	TTH 9:30-10:45am LA-213
Spring 2006	1949	ENGL-110	DiBari	TTH 9:30-10:45am H-119
Spring 2009	1949	ENGL-110	DiBari	TTH 9:30-10:45am LA-208A
Spring 2013	1949	ENGL-099	DiBari	TTH 9:30-10:45am BFL-112
Spring 2010	1949	ENGL-099	DiBari	TTH 9:30-10:45am LA-118
Spring 2011	1949	ENGL-099	DiBari	TTH 9:30-10:45am LA-117 1/22-5/27
Spring 2008	1986	ENGL-118	DiBari	MW 1:00-2:15pm LA-117
Spring 2006	1987	ENGL-118	DiBari	TTH 2:00-3:15pm LA-212
Spring 2007	1987	ENGL-118	DiBari	TTH 2:00-3:15pm LA-212
Spring 2010	2005	ENGL-122	DiBari	MW 12:30-1:45pm LA-116
Spring 2007	2016	ENGL-122	DiBari	TTH 12:30-1:45pm LA-117
Spring 2011	2016	ENGL-122	DiBari	TTH 12:30-1:45pm LA-117 1/22-5/27
Spring 2006	2016	ENGL-122	DiBari	TTH 12:30-1:45pm LA-117
Spring 2005	2019	ENGL-122	DiBari	MW 1:00-2:15pm LA-113
Fall 2004	2021	ENGL-166	DiBari	TTH 11:00-12:15pm LA-210 8/19-12/19
Spring 2005	2024	ENGL-122	DiBari	TTH 2:00-3:15pm LA-117
Spring 2005	2028	ENGL-123	DiBari	TTH 11:00-12:15pm LA-117
Spring 2009	2030	ENGL-123	DiBari	MW 11:00-12:15pm H-117
Spring 2012	2043	ENGL-126	DiBari	MW 12:30-1:45pm LA-213
Spring 2013	2043	ENGL-126	DiBari	MW 12:30-1:45pm LA-213
Spring 2013	2058	ENGL-123	DiBari	MW 2:00-3:15pm LA-217
Spring 2012	2058	ENGL-123	DiBari	MW 2:00-3:15pm LA-217
Spring 2011	2058	ENGL-123	DiBari	MW 2:00-3:15pm LA-116 1/22-5/27
Spring 2006	2059	ENGL-126	DiBari	MW 1:00-2:15pm H-105
Spring 2010	2059	ENGL-123	DiBari	TTH 2:00-3:15pm LA-213
Spring 2007	2059	ENGL-126	DiBari	MW 1:00-2:15pm H-105
Spring 2009	2071	ENGL-222	DiBari	MW 12:30-1:45pm LA-117
Spring 2009	2955	ENGL-122	DiBari	TTH 11:00-12:15pm LA-117
Spring 2008	2955	ENGL-122	DiBari	TTH 11:00-12:15pm LA-117
Spring 2014	3001	ENGL-123	DiBari	TTH 12:30-1:50pm LA-211
Spring 2008	3001	ENGL-123	DiBari	TTH 12:30-1:45pm H-105
Spring 2008	3103	ENGL-116	DiBari	TTH 2:00-3:15pm LA-117
Fall 2013	3251	ENGL-096	DiBari	TTHT 11:00-12:20pm LC-110
Fall 2013	3253	ENGL-096	DiBari	TTHTH 11:00-12:20pm LC-110
Fall 2009	3254	ENGL-096	DiBari	MWW 11:00-12:15pm LC-101
Fall 2006	3254	ENGL-096	DiBari	MWM 10:30-11:45am LC-101
Fall 2006	3256	ENGL-096	DiBari	MWW 10:30-11:45am LC-101
Fall 2009	3256	ENGL-096	DiBari	MWM 11:00-12:15pm LC-101
Fall 2010	3258	ENGL-096	DiBari	TTHT 12:30-1:45pm LC-101
Fall 2010	3260	ENGL-096	DiBari	TTHTH 12:30-1:45pm LC-101
Fall 2007	3608	ENGL-122	DiBari	TTH 12:30-1:45pm LA-213 8/16-12/16
Fall 2007	4109	ENGL-118	DiBari	TTH 2:00-5:00pm LC-101 8/16-10/11
Fall 2008	4119	ENGL-122	DiBari	TTH 2:00-3:15pm LC-101
Fall 2006	4636	ENGL-122	DiBari	TTH 2:00-3:15pm LA-117
Summer 2015	8042	ENGL-123	DiBari	TTH 5:30-9:45pm LC-110 6/16-7/23
Fall 2004	8127	ENGL-122	DiBari	M 4:00-6:50pm LA-210 8/19-12/19
Summer 2015	8177	ENGL-118	DiBari	MW 5:30-9:45pm LC-110 6/15-7/22
Spring 2005	8740	ENGL-118	DiBari	M 4:00-6:50pm LA-117
Fall 2005	8754	ENGL-122	DiBari	M 4:00-6:50pm LA-116
Summer 2002	8006	SPAN-156	Dickenson	MW 6:30-9:45pm LC-103 6/10-7/31
Summer 2002	8008	SPAN-157	Dickenson	MW 6:30-9:45pm LC-103 6/10-7/31
Fall 2005	9053	SPAN-120	Dickenson	S 9:00-12:30pm WCC 9/10-12/10
Fall 2004	9084	SPAN-120	Dickenson	MW 7:00-9:15pm SRV-106 8/19-12/19
Fall 2003	9084	SPAN-120	Dickenson	MW 7:00-9:15pm SRV-106
Fall 2002	9084	SPAN-120	Dickenson	MTH 7:00-9:15pm SRV-102
Fall 2001	9233	SPAN-220	Dickenson	MW 7:00-9:15pm SRV-216
Spring 2006	9400	SPAN-155	Dickenson	TH 6:00-9:15pm SRC-221 2/01-5/24
Spring 2007	9400	SPAN-155	Dickenson	TH 6:00-9:15pm SRC-221 2/01-5/24
Spring 2002	9459	SPAN-120	Dickenson	TTH 6:00-9:30pm WCC 2/12-5/09
Spring 2005	9693	SPAN-121	Dickenson	S 9:00-12:00pm WCC 2/18-5/20
Spring 2004	9857	SPAN-121	Dickenson	MW 7:00-9:15pm SRV-110A
Fall 2001	8405	FAMLI-263	Dickey	T 6:30-9:50pm LA-218 8/21-9/18
Fall 2001	8440	FAMLI-265	Dickey	T 7:00-9:50pm LA-218 9/25-12/11
Spring 2004	8463	FAMLI-263	Dickey	S 9:00-12:00pm LA-214 1/17-1/31
Spring 2002	8473	FAMLI-137	Dickey	T 7:00-9:50pm AB-214
Spring 2004	8474	FAMLI-265	Dickey	S 9:00-12:00pm BE-209 2/28-4/03
Spring 2005	8475	FAMLI-269	Dickey	T 7:00-9:50pm LA-118 2/28-5/23
Fall 2002	8695	FAMLI-269	Dickey	T 7:00-9:50pm LA-211
Spring 2006	8999	ECE-129	Dickey	T 7:00-9:50pm BE-206
Fall 2005	1021	JRNAL-120	Dickinson	TTH 11:00-12:15pm BFL-109
Fall 2007	1021	JRNAL-120	Dickinson	TTH 11:00-12:15pm BFL-109 8/16-12/16
Fall 2003	1021	JRNAL-120	Dickinson	MWF 11:00-11:50am BFL-109
Fall 2004	1021	JRNAL-120	Dickinson	TTH 11:00-12:15pm BFL-109 8/19-12/19
Fall 2001	1021	JRNAL-120	Dickinson	MWF 11:00-11:50am LC-202
Fall 2002	1021	JRNAL-120	Dickinson	MWF 11:00-11:50am LC-202
Fall 2008	1021	JRNAL-120	Dickinson	TTH 11:00-12:15pm LA-215
Fall 2006	1021	JRNAL-120	Dickinson	TTH 11:00-12:15pm BFL-109
Fall 2009	1027	JRNAL-126	Dickinson	MTTH 1:00-2:50pm H-102
Fall 2006	1027	JRNAL-126	Dickinson	MWF 1:00-2:50pm H-119
Fall 2008	1027	JRNAL-126	Dickinson	MTWTH 12:30-1:45pm H-119
Fall 2002	1027	JRNAL-126	Dickinson	MWF 1:00-2:50pm SS-124
Fall 2001	1027	JRNAL-126	Dickinson	MWF 1:00-2:50pm SS-124
Fall 2004	1027	JRNAL-126	Dickinson	MWF 1:00-2:50pm H-119 8/19-12/19
Fall 2003	1027	JRNAL-126	Dickinson	MWF 1:00-2:50pm H-113
Fall 2007	1027	JRNAL-126	Dickinson	MWF 1:00-2:50pm H-119 8/16-12/16
Fall 2005	1027	JRNAL-126	Dickinson	MWF 1:00-2:50pm H-119
Spring 2005	1877	JRNAL-120	Dickinson	TTH 11:00-12:15pm BFL-109
Spring 2008	1877	JRNAL-120	Dickinson	TTH 11:00-12:15pm LA-119
Spring 2009	1877	JRNAL-120	Dickinson	TTH 11:00-12:15pm BFL-112
Spring 2007	1877	JRNAL-120	Dickinson	TTH 11:00-12:15pm BFL-109
Spring 2004	1877	JRNAL-120	Dickinson	MWF 11:00-11:50am BFL-109
Spring 2006	1877	JRNAL-120	Dickinson	TTH 11:00-12:15pm BFL-109
Spring 2006	1883	JRNAL-126	Dickinson	MWF 1:00-2:50pm H-118
Spring 2004	1883	JRNAL-126	Dickinson	MWF 1:00-2:50pm H-119
Spring 2007	1883	JRNAL-126	Dickinson	MWF 1:00-2:50pm H-118
Spring 2009	1883	JRNAL-126	Dickinson	MTWTH 12:30-1:45pm H-119
Spring 2008	1883	JRNAL-126	Dickinson	MWF 1:00-2:50pm H-118
Spring 2005	1883	JRNAL-126	Dickinson	MWF 1:00-2:50pm H-118
Spring 2010	1883	JRNAL-126	Dickinson	MTTH 12:30-2:20pm H-109
Spring 2010	3320	JRNAL-298	Dickinson	   2/23-5/26
Spring 2009	3320	JRNAL-298	Dickinson	   2/04-5/15
Fall 2009	3333	JRNAL-298	Dickinson	   9/30-12/28
Spring 2009	3363	JRNAL-298	Dickinson	   4/20-5/22
Spring 2010	3363	JRNAL-298	Dickinson	   3/25-5/28
Fall 2005	4951	JRNAL-298	Dickinson	   9/30-12/16
Fall 2006	4951	JRNAL-298	Dickinson	   9/11-12/15
Fall 2010	5676	JRNAL-160	Dickinson	online
Fall 2011	5676	JRNAL-160	Dickinson	online 8/17-12/17
Spring 2011	5886	JRNAL-160	Dickinson	online 1/22-5/27
Fall 2003	6465	JRNAL-298	Dickinson	  
Summer 2003	8018	ECON-220	Dieter	MW 6:30-9:45pm LA-215 6/09-7/30
Spring 2008	2515	PHYS-110	Dignon	TTH 9:30-10:45am PS-175
Spring 2011	3536	PHYS-120	Dignon	MWF 9:30-10:45am PS-121 1/22-5/27
Summer 2010	4401	PHYS-110	Dignon	MTWTH 10:30-12:35pm PS-177 6/14-7/22
Summer 2011	4401	PHYS-110	Dignon	MTWTH 10:30-12:35pm PS-177 6/13-7/21
Fall 2010	8580	PHYS-129	Dignon	TTHW 4:00-5:50pm PS-177
Fall 2009	8580	PHYS-129	Dignon	TTHW 4:00-5:50pm PS-177
Fall 2008	8580	PHYS-129	Dignon	TTHW 4:00-4:50pm PS-177
Summer 2006	1117	DRAMA-122	Dildine	MTWTH 12:45-2:50pm PAC 6/19-7/27
Summer 2011	1117	DRAMA-122	Dildine	MTWTH 10:30-12:35pm ARENA 6/13-7/21
Summer 2015	1117	DRAMA-122	Dildine	MTWTH 10:30-12:35pm PACLobby 6/15-7/23
Summer 2012	1117	DRAMA-122	Dildine	MTWTH 10:30-12:35pm ARENA 6/18-7/26
Summer 2007	1117	DRAMA-122	Dildine	MTWTH 12:45-2:50pm ARENA 6/18-7/26
Summer 2014	1117	DRAMA-122	Dildine	MTWTH 10:30-12:35pm PAC 6/16-7/24
Summer 2008	1117	DRAMA-122	Dildine	MTWTH 12:45-2:50pm ARENA 6/16-7/24
Summer 2013	1117	DRAMA-122	Dildine	MTWTH 10:30-12:35pm PACLobby 6/17-7/25
Fall 2008	1376	DRAMA-180	Dildine	TTH 12:30-1:45pm H-106
Spring 2009	1394	DRAMA-122	Dildine	MW 9:30-10:45am ARENA
Spring 2012	1394	DRAMA-122	Dildine	MW 9:30-10:45am ARENA
Spring 2013	1394	DRAMA-122	Dildine	MW 9:30-10:45am ARENA
Spring 2010	1394	DRAMA-122	Dildine	MW 9:30-10:45am ARENA
Spring 2005	1395	DRAMA-122	Dildine	MWF 11:00-11:50am ARENA
Spring 2008	1396	DRAMA-122	Dildine	TTH 11:00-12:15pm ARENA
Spring 2015	1396	DRAMA-122	Dildine	TTH 9:30-10:50am ARENA
Spring 2011	1396	DRAMA-122	Dildine	TTH 11:00-12:15pm ARENA 1/22-5/27
Spring 2013	1398	DRAMA-122	Dildine	MW 12:30-1:45pm ARENA
Spring 2012	1398	DRAMA-122	Dildine	MW 12:30-1:45pm ARENA
Spring 2004	1406	DRAMA-260	Dildine	MWF 2:00-2:50pm PAC 2/18-4/02
Spring 2004	1444	DRAMA-260	Dildine	MWF 3:00-3:50pm PAC 3/10-5/28
Fall 2013	2361	DRAMA-299	Dildine	  
Fall 2013	2536	DRAMA-122	Dildine	MW 9:30-10:50am ARENA
Fall 2012	2536	DRAMA-122	Dildine	MW 9:30-10:45am ARENA 8/17-12/17
Fall 2010	2536	DRAMA-122	Dildine	MW 9:30-10:45am ARENA
Fall 2005	2536	DRAMA-122	Dildine	MWF 10:00-10:50am ARENA
Fall 2014	2536	DRAMA-122	Dildine	MW 9:30-10:50am ARENA
Fall 2011	2536	DRAMA-122	Dildine	MW 9:30-10:45am ARENA 8/17-12/17
Fall 2015	2536	DRAMA-122	Dildine	MW 9:30-10:50am ARENA
Fall 2005	2537	DRAMA-122	Dildine	MWF 11:00-11:50am ARENA
Fall 2008	2539	DRAMA-122	Dildine	TTH 11:00-12:15pm ARENA
Fall 2012	2539	DRAMA-122	Dildine	TTH 9:30-10:45am ARENA 8/17-12/17
Fall 2009	2539	DRAMA-122	Dildine	TTH 11:00-12:15pm ARENA
Fall 2015	2539	DRAMA-122	Dildine	TTH 9:30-10:50am ARENA
Fall 2011	2539	DRAMA-122	Dildine	TTH 9:30-10:45am ARENA 8/17-12/17
Fall 2003	2544	DRAMA-122	Dildine	TTH 12:30-1:45pm ARENA
Fall 2013	2544	DRAMA-122	Dildine	TTH 12:30-1:50pm ARENA
Fall 2007	2544	DRAMA-122	Dildine	TTH 12:30-1:45pm ARENA 8/16-12/16
Spring 2015	3224	DRAMA-299	Dildine	  
Spring 2013	3636	DRAMA-181	Dildine	TTH 12:30-1:45pm H-109
Spring 2012	3636	DRAMA-181	Dildine	TTH 12:30-1:45pm H-109
Spring 2004	3637	DRAMA-230	Dildine	MWF 1:00-1:50pm PAC
Summer 2014	4213	DRAMA-299	Dildine	   6/16-7/24
Summer 2004	4257	DRAMA-122	Dildine	MTWTH 10:30-12:35pm ARENA 6/28-8/05
Summer 2003	4257	DRAMA-122	Dildine	MTWTH 10:30-12:35pm ARENA 6/23-7/31
Fall 2009	4495	DRAMA-299	Dildine	  
Fall 2012	4495	DRAMA-299	Dildine	   8/17-12/17
Fall 2004	8018	DRAMA-122	Dildine	W 7:00-9:50pm ARENA 8/19-12/19
Fall 2001	8018	DRAMA-122	Dildine	W 7:00-9:50pm ARENA
Fall 2006	8040	DRAMA-122	Dildine	M 7:00-9:50pm ARENA
Fall 2007	8040	DRAMA-122	Dildine	M 7:00-9:50pm ARENA 8/16-12/16
Fall 2005	8040	DRAMA-122	Dildine	M 7:00-9:50pm ARENA
Fall 2010	8040	DRAMA-122	Dildine	W 7:00-9:50pm ARENA
Fall 2009	8040	DRAMA-122	Dildine	W 7:00-9:50pm ARENA
Fall 2014	8040	DRAMA-122	Dildine	T 6:00-8:50pm ARENA
Fall 2003	8041	DRAMA-270	Dildine	  PAC 9/09-11/06
Fall 2002	8041	DRAMA-270	Dildine	MW 7:00-9:50pm PAC 10/09-2/10
Fall 2004	8041	DRAMA-270	Dildine	  PAC 9/07-11/11
Spring 2002	8164	DRAMA-122	Dildine	M 7:00-9:50pm ARENA
Spring 2015	8165	DRAMA-122	Dildine	T 6:00-8:50pm ARENA
Spring 2010	8165	DRAMA-122	Dildine	W 7:00-9:50pm ARENA
Spring 2011	8165	DRAMA-122	Dildine	W 7:00-9:50pm ARENA 1/22-5/27
Spring 2005	8165	DRAMA-122	Dildine	W 7:00-9:50pm ARENA
Spring 2008	8173	DRAMA-123	Dildine	TH 7:00-9:50pm ARENA
Spring 2002	8180	DRAMA-270	Dildine	MTH 7:00-9:50pm PAC
Summer 2013	8203	DRAMA-122	Dildine	TWTH 7:00-9:50pm ARENA 6/18-7/25
Summer 2015	8203	DRAMA-122	Dildine	TWTH 6:00-8:50pm ARENA 6/16-7/23
Summer 2002	8301	DRAMA-122	Dildine	TWTH 7:00-9:50pm ARENA 6/18-7/25
Summer 2005	8500	DRAMA-122	Dildine	MTWTH 6:30-8:35pm ARENA 6/20-7/28
Spring 2007	8601	DRAMA-270	Dildine	MWTHSU 7:00-8:00pm PAC 1/17-4/09
Spring 2006	8601	DRAMA-270	Dildine	MWTHSU 7:00-8:00pm PAC 1/17-4/09
Fall 2006	1314	ECON-221	Dimalanta	M 6:00-9:20pm LA-208A 8/28-12/04
Spring 2007	1606	ECON-220	Dimalanta	TH 7:00-9:50pm LA-217
Spring 2005	8559	ECON-220	Dimalanta	W 7:00-9:50pm LA-217
Fall 2006	8601	ECON-220	Dimalanta	W 7:00-9:50pm LA-119
Fall 2005	8601	ECON-220	Dimalanta	W 7:00-9:50pm LA-120
Fall 2004	8601	ECON-220	Dimalanta	W 7:00-9:50pm LA-215 8/19-12/19
Summer 2008	4401	PHYS-110	Ding	MTWTH 10:30-12:35pm PS-177 6/16-7/24
Spring 2008	8901	PHYS-110	Ding	TTH 4:00-5:15pm PS-177
Spring 2007	0981	ART-105	Dintino	F 9:00-2:50pm A-301
Spring 2006	0981	ART-105	Dintino	F 9:00-2:50pm A-301
Fall 2003	8389	ART-105	Dintino	S 9:00-2:50pm A-301
Fall 2004	8389	ART-105	Dintino	S 9:00-2:50pm A-301 8/19-12/19
Fall 2005	8389	ART-105	Dintino	S 9:00-4:00pm A-301 8/20-12/10
Spring 2005	8690	ART-105	Dintino	S 8:30-3:30pm A-301 1/28-5/20
Spring 2004	8690	ART-105	Dintino	S 9:00-2:50pm A-301
Spring 2002	0221	ENGL-122	Dinwiddie	MWF 12:00-12:50pm H-105
Fall 2005	0534	ENGL-116	Dinwiddie	MWF 10:00-10:50am LA-117
Fall 2006	0534	ENGL-116	Dinwiddie	MWF 10:00-10:50am LA-213
Fall 2003	0535	ENGL-116	Dinwiddie	TTH 12:30-1:45pm LC-110
Fall 2005	0568	ENGL-118	Dinwiddie	MWF 9:00-9:50am LA-114
Fall 2004	0570	ENGL-118	Dinwiddie	MWF 9:00-9:50am H-119 8/19-12/19
Fall 2001	0581	ENGL-118	Dinwiddie	TTH 9:30-10:45am LA-116
Fall 2002	0581	ENGL-118	Dinwiddie	TTH 9:30-10:45am LA-116
Fall 2008	0597	ENGL-118	Dinwiddie	MW 11:00-12:15pm LA-116
Fall 2006	0597	ENGL-118	Dinwiddie	MWF 11:00-11:50am LA-116
Fall 2001	0598	ENGL-118	Dinwiddie	TTH 12:30-1:45pm LC-109
Fall 2001	0626	ENGL-122	Dinwiddie	MWF 9:00-9:50am LA-113
Fall 2006	0636	ENGL-122	Dinwiddie	TTH 9:30-10:45am BE-205
Fall 2007	0636	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-115 8/16-12/16
Fall 2005	0636	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-115
Fall 2008	0636	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-115
Fall 2003	0646	ENGL-122	Dinwiddie	MWF 10:00-10:50am LA-115
Fall 2002	0646	ENGL-122	Dinwiddie	MWF 10:00-10:50am LA-115
Fall 2002	0662	ENGL-122	Dinwiddie	MWF 12:00-12:50pm LA-116
Fall 2003	0662	ENGL-122	Dinwiddie	MWF 12:00-12:50pm LA-114
Fall 2007	0666	ENGL-122	Dinwiddie	TTH 12:30-1:45pm LA-113 8/16-12/16
Fall 2008	0669	ENGL-122	Dinwiddie	TTH 12:30-1:45pm LA-117
Fall 2010	0669	ENGL-122	Dinwiddie	TTH 12:30-1:45pm LA-117
Fall 2005	0669	ENGL-122	Dinwiddie	TTH 12:30-1:45pm LA-117
Fall 2009	0669	ENGL-122	Dinwiddie	TTH 12:30-1:45pm LA-117
Fall 2009	0712	ENGL-123	Dinwiddie	MW 12:30-1:45pm LA-211
Fall 2004	0747	ENGL-126	Dinwiddie	TTH 12:30-1:45pm H-118 8/19-12/19
Fall 2007	1846	ENGL-118	Dinwiddie	MWF 11:00-11:50am LA-210 8/16-12/16
Spring 2005	1969	ENGL-118	Dinwiddie	MWF 9:00-9:50am LA-114
Spring 2002	1971	ENGL-118	Dinwiddie	TTH 9:30-10:45am LA-116
Spring 2005	1975	ENGL-118	Dinwiddie	MWF 10:00-10:50am LA-117
Spring 2009	1975	ENGL-118	Dinwiddie	MW 11:00-12:15pm LA-117
Spring 2007	1975	ENGL-118	Dinwiddie	MWF 10:00-10:50am LA-117
Spring 2006	1975	ENGL-118	Dinwiddie	MWF 10:00-10:50am LA-117
Spring 2007	1976	ENGL-118	Dinwiddie	MWF 11:00-11:50am LA-212
Spring 2006	1976	ENGL-118	Dinwiddie	MWF 11:00-11:50am LA-212
Spring 2004	1980	ENGL-118	Dinwiddie	MWF 12:00-12:50pm LA-115
Spring 2002	1982	ENGL-118	Dinwiddie	TTH 12:30-1:45pm LC-109
Spring 2010	1999	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-114
Spring 2005	1999	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-114
Spring 2002	2000	ENGL-122	Dinwiddie	MWF 10:00-10:50am LA-212
Spring 2004	2000	ENGL-122	Dinwiddie	MWF 10:00-10:50am LA-212
Spring 2009	2016	ENGL-122	Dinwiddie	TTH 12:30-1:45pm LA-117
Spring 2010	2016	ENGL-122	Dinwiddie	TTH 12:30-1:45pm LA-117
Spring 2008	2016	ENGL-122	Dinwiddie	TTH 12:30-1:45pm LA-117
Fall 2009	2017	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-116
Fall 2010	2017	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-116
Spring 2010	2030	ENGL-123	Dinwiddie	MW 11:00-12:15pm H-117
Spring 2005	2067	ENGL-172	Dinwiddie	TTH 12:30-1:45pm LA-212
Spring 2004	2067	ENGL-172	Dinwiddie	TTH 12:30-1:45pm LA-212
Spring 2007	2067	ENGL-172	Dinwiddie	TTH 12:30-1:45pm LA-212
Spring 2006	2067	ENGL-172	Dinwiddie	TTH 12:30-1:45pm LA-212
Fall 2006	2326	ENGL-122	Dinwiddie	TTH 12:30-1:45pm LA-211
Spring 2004	2719	ENGL-122	Dinwiddie	MWF 9:00-9:50am H-118
Spring 2006	2748	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-210
Spring 2009	2748	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-210
Spring 2011	2748	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-210 1/22-5/27
Spring 2007	2748	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-210
Spring 2008	2748	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-210
Spring 2008	3895	ENGL-118	Dinwiddie	MW 2:00-3:15pm LA-213
Spring 2011	4017	ENGL-122	Dinwiddie	TTH 12:30-1:45pm LC-109 1/22-5/27
Fall 2007	4123	ENGL-118	Dinwiddie	MWF 10:00-10:50am LA-210 8/16-12/16
Fall 2004	4123	ENGL-118	Dinwiddie	MWF 10:00-10:50am H-119 8/19-12/19
Fall 2003	4616	ENGL-118	Dinwiddie	TTH 9:30-10:45am BE-211
Fall 2004	5229	ENGL-122	Dinwiddie	TTH 9:30-10:45am LA-117 8/19-12/19
Fall 2010	8125	ENGL-118	Dinwiddie	W 4:00-6:50pm LA-117
